SampleName,Season,Year,Day,Site,Zone,Species,Tissue,Replicate,Type,Transect,SampleNumber
F161_SCH_HI_FsV6,F,16,1,SCH,HI,Fs,V,6,Alga,2,175
F162_SCH_HI_FsH1,F,16,2,SCH,HI,Fs,H,1,Alga,1,241
F162_SCH_HI_FsH2,F,16,2,SCH,HI,Fs,H,2,Alga,1,242
F162_SCH_HI_FsH3,F,16,2,SCH,HI,Fs,H,3,Alga,1,243
F162_SCH_HI_FsH4,F,16,2,SCH,HI,Fs,H,4,Alga,2,244
F162_SCH_HI_FsH5,F,16,2,SCH,HI,Fs,H,5,Alga,2,245
F162_SCH_HI_FsH6,F,16,2,SCH,HI,Fs,H,6,Alga,2,246
F162_SCH_HI_FsR1,F,16,2,SCH,HI,Fs,R,1,Alga,1,247
F162_SCH_HI_FsR2,F,16,2,SCH,HI,Fs,R,2,Alga,1,248
F162_SCH_HI_FsR3,F,16,2,SCH,HI,Fs,R,3,Alga,1,249
F162_SCH_HI_FsR4,F,16,2,SCH,HI,Fs,R,4,Alga,2,250
F162_SCH_HI_FsR5,F,16,2,SCH,HI,Fs,R,5,Alga,2,251
F162_SCH_HI_FsR6,F,16,2,SCH,HI,Fs,R,6,Alga,2,252
F162_SCH_HI_FsV1,F,16,2,SCH,HI,Fs,V,1,Alga,1,253
F162_SCH_HI_FsV2,F,16,2,SCH,HI,Fs,V,2,Alga,1,254
F162_SCH_HI_FsV3,F,16,2,SCH,HI,Fs,V,3,Alga,1,255
F162_SCH_HI_FsV4,F,16,2,SCH,HI,Fs,V,4,Alga,2,256
F162_SCH_HI_FsV5,F,16,2,SCH,HI,Fs,V,5,Alga,2,257
F162_SCH_HI_FsV6,F,16,2,SCH,HI,Fs,V,6,Alga,2,258
S151_SCH_HI_FsH1,S,15,1,SCH,HI,Fs,H,1,Alga,1,497
S151_SCH_HI_FsH2,S,15,1,SCH,HI,Fs,H,2,Alga,1,498
S151_SCH_HI_FsH3,S,15,1,SCH,HI,Fs,H,3,Alga,1,499
S151_SCH_HI_FsH4,S,15,1,SCH,HI,Fs,H,4,Alga,2,500
S151_SCH_HI_FsH5,S,15,1,SCH,HI,Fs,H,5,Alga,2,501
S151_SCH_HI_FsH6,S,15,1,SCH,HI,Fs,H,6,Alga,2,502
S151_SCH_HI_FsR3,S,15,1,SCH,HI,Fs,R,3,Alga,1,503
S151_SCH_HI_FsR4,S,15,1,SCH,HI,Fs,R,4,Alga,2,504
S151_SCH_HI_FsR5,S,15,1,SCH,HI,Fs,R,5,Alga,2,505
S151_SCH_HI_FsR6,S,15,1,SCH,HI,Fs,R,6,Alga,2,506
S151_SCH_HI_FsV1,S,15,1,SCH,HI,Fs,V,1,Alga,1,507
S151_SCH_HI_FsV2,S,15,1,SCH,HI,Fs,V,2,Alga,1,508
S151_SCH_HI_FsV3,S,15,1,SCH,HI,Fs,V,3,Alga,1,509
S151_SCH_HI_FsV4,S,15,1,SCH,HI,Fs,V,4,Alga,2,510
S151_SCH_HI_FsV5,S,15,1,SCH,HI,Fs,V,5,Alga,2,511
S151_SCH_HI_FsV6,S,15,1,SCH,HI,Fs,V,6,Alga,2,512
S152_SCH_HI_FsH1,S,15,2,SCH,HI,Fs,H,1,Alga,1,886
S152_SCH_HI_FsH2,S,15,2,SCH,HI,Fs,H,2,Alga,1,887
S152_SCH_HI_FsH3,S,15,2,SCH,HI,Fs,H,3,Alga,1,888
S152_SCH_HI_FsH4,S,15,2,SCH,HI,Fs,H,4,Alga,2,889
S152_SCH_HI_FsH5,S,15,2,SCH,HI,Fs,H,5,Alga,2,890
S152_SCH_HI_FsH6,S,15,2,SCH,HI,Fs,H,6,Alga,2,891
S152_SCH_HI_FsR1,S,15,2,SCH,HI,Fs,R,1,Alga,1,892
S152_SCH_HI_FsR2,S,15,2,SCH,HI,Fs,R,2,Alga,1,893
S152_SCH_HI_FsR3,S,15,2,SCH,HI,Fs,R,3,Alga,1,894
S152_SCH_HI_FsR4,S,15,2,SCH,HI,Fs,R,4,Alga,2,895
S152_SCH_HI_FsR5,S,15,2,SCH,HI,Fs,R,5,Alga,2,896
S152_SCH_HI_FsR6,S,15,2,SCH,HI,Fs,R,6,Alga,2,897
S152_SCH_HI_FsV1,S,15,2,SCH,HI,Fs,V,1,Alga,1,898
S152_SCH_HI_FsV2,S,15,2,SCH,HI,Fs,V,2,Alga,1,899
S152_SCH_HI_FsV3,S,15,2,SCH,HI,Fs,V,3,Alga,1,900
S152_SCH_HI_FsV4,S,15,2,SCH,HI,Fs,V,4,Alga,2,901
S152_SCH_HI_FsV5,S,15,2,SCH,HI,Fs,V,5,Alga,2,902
S152_SCH_HI_FsV6,S,15,2,SCH,HI,Fs,V,6,Alga,2,903
S161_SCH_HI_FsH1,S,16,1,SCH,HI,Fs,H,1,Alga,1,1276
S161_SCH_HI_FsH2,S,16,1,SCH,HI,Fs,H,2,Alga,1,1277
S161_SCH_HI_FsH3,S,16,1,SCH,HI,Fs,H,3,Alga,1,1278
S161_SCH_HI_FsH4,S,16,1,SCH,HI,Fs,H,4,Alga,2,1279
S161_SCH_HI_FsH5,S,16,1,SCH,HI,Fs,H,5,Alga,2,1280
S161_SCH_HI_FsH6,S,16,1,SCH,HI,Fs,H,6,Alga,2,1281
S161_SCH_HI_FsR1,S,16,1,SCH,HI,Fs,R,1,Alga,1,1282
S161_SCH_HI_FsR2,S,16,1,SCH,HI,Fs,R,2,Alga,1,1283
S161_SCH_HI_FsR3,S,16,1,SCH,HI,Fs,R,3,Alga,1,1284
S161_SCH_HI_FsR4,S,16,1,SCH,HI,Fs,R,4,Alga,2,1285
S161_SCH_HI_FsR5,S,16,1,SCH,HI,Fs,R,5,Alga,2,1286
S161_SCH_HI_FsR6,S,16,1,SCH,HI,Fs,R,6,Alga,2,1287
S161_SCH_HI_FsV1,S,16,1,SCH,HI,Fs,V,1,Alga,1,1288
S161_SCH_HI_FsV2,S,16,1,SCH,HI,Fs,V,2,Alga,1,1289
S161_SCH_HI_FsV3,S,16,1,SCH,HI,Fs,V,3,Alga,1,1290
S161_SCH_HI_FsV4,S,16,1,SCH,HI,Fs,V,4,Alga,2,1291
S161_SCH_HI_FsV5,S,16,1,SCH,HI,Fs,V,5,Alga,2,1292
S161_SCH_HI_FsV6,S,16,1,SCH,HI,Fs,V,6,Alga,2,1293
S162_SCH_HI_FsH1,S,16,2,SCH,HI,Fs,H,1,Alga,1,1542
S162_SCH_HI_FsH2,S,16,2,SCH,HI,Fs,H,2,Alga,1,1543
S162_SCH_HI_FsH3,S,16,2,SCH,HI,Fs,H,3,Alga,1,1544
S162_SCH_HI_FsH5,S,16,2,SCH,HI,Fs,H,5,Alga,2,1545
S162_SCH_HI_FsH6,S,16,2,SCH,HI,Fs,H,6,Alga,2,1546
S162_SCH_HI_FsR1,S,16,2,SCH,HI,Fs,R,1,Alga,1,1547
S162_SCH_HI_FsR2,S,16,2,SCH,HI,Fs,R,2,Alga,1,1548
S162_SCH_HI_FsR3,S,16,2,SCH,HI,Fs,R,3,Alga,1,1549
S162_SCH_HI_FsR4,S,16,2,SCH,HI,Fs,R,4,Alga,2,1550
S162_SCH_HI_FsR5,S,16,2,SCH,HI,Fs,R,5,Alga,2,1551
S162_SCH_HI_FsR6,S,16,2,SCH,HI,Fs,R,6,Alga,2,1552
S162_SCH_HI_FsV1,S,16,2,SCH,HI,Fs,V,1,Alga,1,1553
S162_SCH_HI_FsV2,S,16,2,SCH,HI,Fs,V,2,Alga,1,1554
S162_SCH_HI_FsV3,S,16,2,SCH,HI,Fs,V,3,Alga,1,1555
S162_SCH_HI_FsV4,S,16,2,SCH,HI,Fs,V,4,Alga,2,1556
S162_SCH_HI_FsV5,S,16,2,SCH,HI,Fs,V,5,Alga,2,1557
S162_SCH_HI_FsV6,S,16,2,SCH,HI,Fs,V,6,Alga,2,1558
F151_SCH_MID_FvH1,F,15,1,SCH,MID,Fv,H,1,Alga,1,49
F151_SCH_MID_FvH2,F,15,1,SCH,MID,Fv,H,2,Alga,1,50
F151_SCH_MID_FvH3,F,15,1,SCH,MID,Fv,H,3,Alga,1,51
F151_SCH_MID_FvH4,F,15,1,SCH,MID,Fv,H,4,Alga,2,52
F151_SCH_MID_FvH5,F,15,1,SCH,MID,Fv,H,5,Alga,2,53
F151_SCH_MID_FvH6,F,15,1,SCH,MID,Fv,H,6,Alga,2,54
F151_SCH_MID_FvR1,F,15,1,SCH,MID,Fv,R,1,Alga,1,55
F151_SCH_MID_FvR2,F,15,1,SCH,MID,Fv,R,2,Alga,1,56
F151_SCH_MID_FvR3,F,15,1,SCH,MID,Fv,R,3,Alga,1,57
F151_SCH_MID_FvR4,F,15,1,SCH,MID,Fv,R,4,Alga,2,58
F151_SCH_MID_FvR5,F,15,1,SCH,MID,Fv,R,5,Alga,2,59
F151_SCH_MID_FvR6,F,15,1,SCH,MID,Fv,R,6,Alga,2,60
F151_SCH_MID_FvV1,F,15,1,SCH,MID,Fv,V,1,Alga,1,61
F151_SCH_MID_FvV2,F,15,1,SCH,MID,Fv,V,2,Alga,1,62
F151_SCH_MID_FvV3,F,15,1,SCH,MID,Fv,V,3,Alga,1,63
F151_SCH_MID_FvV4,F,15,1,SCH,MID,Fv,V,4,Alga,2,64
F151_SCH_MID_FvV5,F,15,1,SCH,MID,Fv,V,5,Alga,2,65
F151_SCH_MID_FvV6,F,15,1,SCH,MID,Fv,V,6,Alga,2,66
F152_SCH_MID_FvH1,F,15,2,SCH,MID,Fv,H,1,Alga,1,127
F152_SCH_MID_FvH2,F,15,2,SCH,MID,Fv,H,2,Alga,1,128
F152_SCH_MID_FvH4,F,15,2,SCH,MID,Fv,H,4,Alga,2,129
F152_SCH_MID_FvH5,F,15,2,SCH,MID,Fv,H,5,Alga,2,130
F152_SCH_MID_FvH6,F,15,2,SCH,MID,Fv,H,6,Alga,2,131
F152_SCH_MID_FvR1,F,15,2,SCH,MID,Fv,R,1,Alga,1,132
F152_SCH_MID_FvR2,F,15,2,SCH,MID,Fv,R,2,Alga,1,133
F152_SCH_MID_FvR3,F,15,2,SCH,MID,Fv,R,3,Alga,1,134
F152_SCH_MID_FvR4,F,15,2,SCH,MID,Fv,R,4,Alga,2,135
F152_SCH_MID_FvR5,F,15,2,SCH,MID,Fv,R,5,Alga,2,136
F152_SCH_MID_FvR6,F,15,2,SCH,MID,Fv,R,6,Alga,2,137
F152_SCH_MID_FvV1,F,15,2,SCH,MID,Fv,V,1,Alga,1,138
F152_SCH_MID_FvV2,F,15,2,SCH,MID,Fv,V,2,Alga,1,139
F152_SCH_MID_FvV3,F,15,2,SCH,MID,Fv,V,3,Alga,1,140
F152_SCH_MID_FvV4,F,15,2,SCH,MID,Fv,V,4,Alga,2,141
F152_SCH_MID_FvV5,F,15,2,SCH,MID,Fv,V,5,Alga,2,142
F152_SCH_MID_FvV6,F,15,2,SCH,MID,Fv,V,6,Alga,2,143
F161_SCH_MID_FvH1,F,16,1,SCH,MID,Fv,H,1,Alga,1,210
F161_SCH_MID_FvH2,F,16,1,SCH,MID,Fv,H,2,Alga,1,211
F161_SCH_MID_FvH3,F,16,1,SCH,MID,Fv,H,3,Alga,1,212
F161_SCH_MID_FvH4,F,16,1,SCH,MID,Fv,H,4,Alga,2,213
F161_SCH_MID_FvH5,F,16,1,SCH,MID,Fv,H,5,Alga,2,214
F161_SCH_MID_FvH6,F,16,1,SCH,MID,Fv,H,6,Alga,2,215
F161_SCH_MID_FvR1,F,16,1,SCH,MID,Fv,R,1,Alga,1,216
F161_SCH_MID_FvR2,F,16,1,SCH,MID,Fv,R,2,Alga,1,217
F161_SCH_MID_FvR3,F,16,1,SCH,MID,Fv,R,3,Alga,1,218
F161_SCH_MID_FvR4,F,16,1,SCH,MID,Fv,R,4,Alga,2,219
F161_SCH_MID_FvR5,F,16,1,SCH,MID,Fv,R,5,Alga,2,220
F161_SCH_MID_FvR6,F,16,1,SCH,MID,Fv,R,6,Alga,2,221
F161_SCH_MID_FvV1,F,16,1,SCH,MID,Fv,V,1,Alga,1,222
F161_SCH_MID_FvV2,F,16,1,SCH,MID,Fv,V,2,Alga,1,223
F161_SCH_MID_FvV3,F,16,1,SCH,MID,Fv,V,3,Alga,1,224
F161_SCH_MID_FvV4,F,16,1,SCH,MID,Fv,V,4,Alga,2,225
F161_SCH_MID_FvV5,F,16,1,SCH,MID,Fv,V,5,Alga,2,226
F161_SCH_MID_FvV6,F,16,1,SCH,MID,Fv,V,6,Alga,2,227
F162_SCH_MID_FvH1,F,16,2,SCH,MID,Fv,H,1,Alga,1,292
F162_SCH_MID_FvH2,F,16,2,SCH,MID,Fv,H,2,Alga,1,293
F162_SCH_MID_FvH3,F,16,2,SCH,MID,Fv,H,3,Alga,1,294
F162_SCH_MID_FvH4,F,16,2,SCH,MID,Fv,H,4,Alga,2,295
F162_SCH_MID_FvH5,F,16,2,SCH,MID,Fv,H,5,Alga,2,296
F162_SCH_MID_FvH6,F,16,2,SCH,MID,Fv,H,6,Alga,2,297
F162_SCH_MID_FvR1,F,16,2,SCH,MID,Fv,R,1,Alga,1,298
F162_SCH_MID_FvR2,F,16,2,SCH,MID,Fv,R,2,Alga,1,299
F162_SCH_MID_FvR3,F,16,2,SCH,MID,Fv,R,3,Alga,1,300
F162_SCH_MID_FvR4,F,16,2,SCH,MID,Fv,R,4,Alga,2,301
F162_SCH_MID_FvR5,F,16,2,SCH,MID,Fv,R,5,Alga,2,302
F162_SCH_MID_FvR6,F,16,2,SCH,MID,Fv,R,6,Alga,2,303
F162_SCH_MID_FvV1,F,16,2,SCH,MID,Fv,V,1,Alga,1,304
F162_SCH_MID_FvV2,F,16,2,SCH,MID,Fv,V,2,Alga,1,305
F162_SCH_MID_FvV3,F,16,2,SCH,MID,Fv,V,3,Alga,1,306
F162_SCH_MID_FvV4,F,16,2,SCH,MID,Fv,V,4,Alga,2,307
F162_SCH_MID_FvV5,F,16,2,SCH,MID,Fv,V,5,Alga,2,308
F162_SCH_MID_FvV6,F,16,2,SCH,MID,Fv,V,6,Alga,2,309
S151_SCH_MID_FvH1,S,15,1,SCH,MID,Fv,H,1,Alga,1,543
S151_SCH_MID_FvH2,S,15,1,SCH,MID,Fv,H,2,Alga,1,544
S151_SCH_MID_FvH3,S,15,1,SCH,MID,Fv,H,3,Alga,1,545
S151_SCH_MID_FvH4,S,15,1,SCH,MID,Fv,H,4,Alga,2,546
S151_SCH_MID_FvH5,S,15,1,SCH,MID,Fv,H,5,Alga,2,547
S151_SCH_MID_FvH6,S,15,1,SCH,MID,Fv,H,6,Alga,2,548
S151_SCH_MID_FvR1,S,15,1,SCH,MID,Fv,R,1,Alga,1,549
S151_SCH_MID_FvR2,S,15,1,SCH,MID,Fv,R,2,Alga,1,550
S151_SCH_MID_FvR3,S,15,1,SCH,MID,Fv,R,3,Alga,1,551
S151_SCH_MID_FvR4,S,15,1,SCH,MID,Fv,R,4,Alga,2,552
S151_SCH_MID_FvR5,S,15,1,SCH,MID,Fv,R,5,Alga,2,553
S151_SCH_MID_FvR6,S,15,1,SCH,MID,Fv,R,6,Alga,2,554
S151_SCH_MID_FvV1,S,15,1,SCH,MID,Fv,V,1,Alga,1,555
S151_SCH_MID_FvV2,S,15,1,SCH,MID,Fv,V,2,Alga,1,556
S151_SCH_MID_FvV3,S,15,1,SCH,MID,Fv,V,3,Alga,1,557
S151_SCH_MID_FvV4,S,15,1,SCH,MID,Fv,V,4,Alga,2,558
S151_SCH_MID_FvV5,S,15,1,SCH,MID,Fv,V,5,Alga,2,559
S151_SCH_MID_FvV6,S,15,1,SCH,MID,Fv,V,6,Alga,2,560
S152_SCH_MID_FvH1,S,15,2,SCH,MID,Fv,H,1,Alga,1,934
S152_SCH_MID_FvH2,S,15,2,SCH,MID,Fv,H,2,Alga,1,935
S152_SCH_MID_FvH3,S,15,2,SCH,MID,Fv,H,3,Alga,1,936
S152_SCH_MID_FvH4,S,15,2,SCH,MID,Fv,H,4,Alga,2,937
S152_SCH_MID_FvH5,S,15,2,SCH,MID,Fv,H,5,Alga,2,938
S152_SCH_MID_FvH6,S,15,2,SCH,MID,Fv,H,6,Alga,2,939
S152_SCH_MID_FvR1,S,15,2,SCH,MID,Fv,R,1,Alga,1,940
S152_SCH_MID_FvR3,S,15,2,SCH,MID,Fv,R,3,Alga,1,941
S152_SCH_MID_FvR4,S,15,2,SCH,MID,Fv,R,4,Alga,2,942
S152_SCH_MID_FvR5,S,15,2,SCH,MID,Fv,R,5,Alga,2,943
S152_SCH_MID_FvR6,S,15,2,SCH,MID,Fv,R,6,Alga,2,944
S152_SCH_MID_FvV1,S,15,2,SCH,MID,Fv,V,1,Alga,1,945
S152_SCH_MID_FvV2,S,15,2,SCH,MID,Fv,V,2,Alga,1,946
S152_SCH_MID_FvV3,S,15,2,SCH,MID,Fv,V,3,Alga,1,947
S152_SCH_MID_FvV4,S,15,2,SCH,MID,Fv,V,4,Alga,2,948
S152_SCH_MID_FvV5,S,15,2,SCH,MID,Fv,V,5,Alga,2,949
S152_SCH_MID_FvV6,S,15,2,SCH,MID,Fv,V,6,Alga,2,950
S161_SCH_MID_FvH1,S,16,1,SCH,MID,Fv,H,1,Alga,1,1324
S161_SCH_MID_FvH2,S,16,1,SCH,MID,Fv,H,2,Alga,1,1325
S161_SCH_MID_FvH3,S,16,1,SCH,MID,Fv,H,3,Alga,1,1326
S161_SCH_MID_FvH4,S,16,1,SCH,MID,Fv,H,4,Alga,2,1327
S161_SCH_MID_FvH5,S,16,1,SCH,MID,Fv,H,5,Alga,2,1328
S161_SCH_MID_FvH6,S,16,1,SCH,MID,Fv,H,6,Alga,2,1329
S161_SCH_MID_FvR1,S,16,1,SCH,MID,Fv,R,1,Alga,1,1330
S161_SCH_MID_FvR2,S,16,1,SCH,MID,Fv,R,2,Alga,1,1331
S161_SCH_MID_FvR3,S,16,1,SCH,MID,Fv,R,3,Alga,1,1332
S161_SCH_MID_FvR4,S,16,1,SCH,MID,Fv,R,4,Alga,2,1333
S161_SCH_MID_FvR5,S,16,1,SCH,MID,Fv,R,5,Alga,2,1334
S161_SCH_MID_FvR6,S,16,1,SCH,MID,Fv,R,6,Alga,2,1335
S161_SCH_MID_FvV1,S,16,1,SCH,MID,Fv,V,1,Alga,1,1336
S161_SCH_MID_FvV2,S,16,1,SCH,MID,Fv,V,2,Alga,1,1337
S161_SCH_MID_FvV3,S,16,1,SCH,MID,Fv,V,3,Alga,1,1338
S161_SCH_MID_FvV4,S,16,1,SCH,MID,Fv,V,4,Alga,2,1339
S161_SCH_MID_FvV5,S,16,1,SCH,MID,Fv,V,5,Alga,2,1340
S161_SCH_MID_FvV6,S,16,1,SCH,MID,Fv,V,6,Alga,2,1341
S162_Mine_MID_FvH1,S,16,2,Mine,MID,Fv,H,1,Alga,1,1459
S162_Mine_MID_FvH2,S,16,2,Mine,MID,Fv,H,2,Alga,1,1460
S162_Mine_MID_FvH3,S,16,2,Mine,MID,Fv,H,3,Alga,1,1461
S162_Mine_MID_FvH4,S,16,2,Mine,MID,Fv,H,4,Alga,2,1462
S162_Mine_MID_FvH5,S,16,2,Mine,MID,Fv,H,5,Alga,2,1463
S162_Mine_MID_FvH6,S,16,2,Mine,MID,Fv,H,6,Alga,2,1464
S162_Mine_MID_FvR1,S,16,2,Mine,MID,Fv,R,1,Alga,1,1465
S162_Mine_MID_FvR2,S,16,2,Mine,MID,Fv,R,2,Alga,1,1466
S162_Mine_MID_FvR3,S,16,2,Mine,MID,Fv,R,3,Alga,1,1467
S162_Mine_MID_FvR4,S,16,2,Mine,MID,Fv,R,4,Alga,2,1468
S162_Mine_MID_FvR5,S,16,2,Mine,MID,Fv,R,5,Alga,2,1469
S162_Mine_MID_FvR6,S,16,2,Mine,MID,Fv,R,6,Alga,2,1470
S162_Mine_MID_FvV1,S,16,2,Mine,MID,Fv,V,1,Alga,1,1471
S162_Mine_MID_FvV2,S,16,2,Mine,MID,Fv,V,2,Alga,1,1472
S162_Mine_MID_FvV3,S,16,2,Mine,MID,Fv,V,3,Alga,1,1473
S162_Mine_MID_FvV5,S,16,2,Mine,MID,Fv,V,5,Alga,2,1474
S162_Mine_MID_FvV6,S,16,2,Mine,MID,Fv,V,6,Alga,2,1475
S162_SCH_MID_FvH1,S,16,2,SCH,MID,Fv,H,1,Alga,1,1589
S162_SCH_MID_FvH2,S,16,2,SCH,MID,Fv,H,2,Alga,1,1590
S162_SCH_MID_FvH3,S,16,2,SCH,MID,Fv,H,3,Alga,1,1591
S162_SCH_MID_FvH4,S,16,2,SCH,MID,Fv,H,4,Alga,2,1592
S162_SCH_MID_FvH5,S,16,2,SCH,MID,Fv,H,5,Alga,2,1593
S162_SCH_MID_FvH6,S,16,2,SCH,MID,Fv,H,6,Alga,2,1594
S162_SCH_MID_FvR1,S,16,2,SCH,MID,Fv,R,1,Alga,1,1595
S162_SCH_MID_FvR2,S,16,2,SCH,MID,Fv,R,2,Alga,1,1596
S162_SCH_MID_FvR3,S,16,2,SCH,MID,Fv,R,3,Alga,1,1597
S162_SCH_MID_FvR4,S,16,2,SCH,MID,Fv,R,4,Alga,2,1598
S162_SCH_MID_FvR5,S,16,2,SCH,MID,Fv,R,5,Alga,2,1599
S162_SCH_MID_FvR6,S,16,2,SCH,MID,Fv,R,6,Alga,2,1600
S162_SCH_MID_FvV1,S,16,2,SCH,MID,Fv,V,1,Alga,1,1601
S162_SCH_MID_FvV2,S,16,2,SCH,MID,Fv,V,2,Alga,1,1602
S162_SCH_MID_FvV3,S,16,2,SCH,MID,Fv,V,3,Alga,1,1603
S162_SCH_MID_FvV4,S,16,2,SCH,MID,Fv,V,4,Alga,2,1604
S162_SCH_MID_FvV5,S,16,2,SCH,MID,Fv,V,5,Alga,2,1605
S162_SCH_MID_FvV6,S,16,2,SCH,MID,Fv,V,6,Alga,2,1606
S151_Beau_FvH1,S,15,1,Beau,,Fv,H,1,Alga,1,330
S151_Beau_FvH2,S,15,1,Beau,,Fv,H,2,Alga,1,331
S151_Beau_FvH3,S,15,1,Beau,,Fv,H,3,Alga,1,332
S151_Beau_FvH4,S,15,1,Beau,,Fv,H,4,Alga,2,333
S151_Beau_FvH5,S,15,1,Beau,,Fv,H,5,Alga,2,334
S151_Beau_FvH6,S,15,1,Beau,,Fv,H,6,Alga,2,335
S151_Beau_FvV1,S,15,1,Beau,,Fv,V,1,Alga,1,336
S151_Beau_FvV2,S,15,1,Beau,,Fv,V,2,Alga,1,337
S151_Beau_FvV3,S,15,1,Beau,,Fv,V,3,Alga,1,338
S151_Beau_FvV4,S,15,1,Beau,,Fv,V,4,Alga,2,339
S151_Beau_FvV5,S,15,1,Beau,,Fv,V,5,Alga,2,340
S151_Beau_FvV6,S,15,1,Beau,,Fv,V,6,Alga,2,341
S151_Bodo_FvH1,S,15,1,Bodo,,Fv,H,1,Alga,1,345
S151_Bodo_FvH2,S,15,1,Bodo,,Fv,H,2,Alga,1,346
S151_Bodo_FvH3,S,15,1,Bodo,,Fv,H,3,Alga,1,347
S151_Bodo_FvH4,S,15,1,Bodo,,Fv,H,4,Alga,2,348
S151_Bodo_FvH5,S,15,1,Bodo,,Fv,H,5,Alga,2,349
S151_Bodo_FvH6,S,15,1,Bodo,,Fv,H,6,Alga,2,350
S151_Bodo_FvR1,S,15,1,Bodo,,Fv,R,1,Alga,1,351
S151_Bodo_FvR2,S,15,1,Bodo,,Fv,R,2,Alga,1,352
S151_Bodo_FvR3,S,15,1,Bodo,,Fv,R,3,Alga,1,353
S151_Bodo_FvR4,S,15,1,Bodo,,Fv,R,4,Alga,2,354
S151_Bodo_FvR5,S,15,1,Bodo,,Fv,R,5,Alga,2,355
S151_Bodo_FvR6,S,15,1,Bodo,,Fv,R,6,Alga,2,356
S151_Bodo_FvV1,S,15,1,Bodo,,Fv,V,1,Alga,1,357
S151_Bodo_FvV2,S,15,1,Bodo,,Fv,V,2,Alga,1,358
S151_Bodo_FvV3,S,15,1,Bodo,,Fv,V,3,Alga,1,359
S151_Bodo_FvV4,S,15,1,Bodo,,Fv,V,4,Alga,2,360
S151_Bodo_FvV5,S,15,1,Bodo,,Fv,V,5,Alga,2,361
S151_Bodo_FvV6,S,15,1,Bodo,,Fv,V,6,Alga,2,362
S151_Cad_FvH1,S,15,1,Cad,,Fv,H,1,Alga,1,381
S151_Cad_FvH2,S,15,1,Cad,,Fv,H,2,Alga,1,382
S151_Cad_FvH3,S,15,1,Cad,,Fv,H,3,Alga,1,383
S151_Cad_FvH4,S,15,1,Cad,,Fv,H,4,Alga,2,384
S151_Cad_FvH5,S,15,1,Cad,,Fv,H,5,Alga,2,385
S151_Cad_FvH6,S,15,1,Cad,,Fv,H,6,Alga,2,386
S151_Cad_FvR1,S,15,1,Cad,,Fv,R,1,Alga,1,387
S151_Cad_FvR2,S,15,1,Cad,,Fv,R,2,Alga,1,388
S151_Cad_FvR3,S,15,1,Cad,,Fv,R,3,Alga,1,389
S151_Cad_FvR4,S,15,1,Cad,,Fv,R,4,Alga,2,390
S151_Cad_FvR5,S,15,1,Cad,,Fv,R,5,Alga,2,391
S151_Cad_FvV1,S,15,1,Cad,,Fv,V,1,Alga,1,392
S151_Cad_FvV2,S,15,1,Cad,,Fv,V,2,Alga,1,393
S151_Cad_FvV3,S,15,1,Cad,,Fv,V,3,Alga,1,394
S151_Cad_FvV4,S,15,1,Cad,,Fv,V,4,Alga,2,395
S151_Cad_FvV5,S,15,1,Cad,,Fv,V,5,Alga,2,396
S151_Cad_FvV6,S,15,1,Cad,,Fv,V,6,Alga,2,397
S151_Hali_FvH1,S,15,1,Hali,,Fv,H,1,Alga,1,402
S151_Hali_FvH2,S,15,1,Hali,,Fv,H,2,Alga,1,403
S151_Hali_FvH3,S,15,1,Hali,,Fv,H,3,Alga,1,404
S151_Hali_FvH4,S,15,1,Hali,,Fv,H,4,Alga,2,405
S151_Hali_FvH5,S,15,1,Hali,,Fv,H,5,Alga,2,406
S151_Hali_FvH6,S,15,1,Hali,,Fv,H,6,Alga,2,407
S151_Hali_FvR1,S,15,1,Hali,,Fv,R,1,Alga,1,408
S151_Hali_FvR2,S,15,1,Hali,,Fv,R,2,Alga,1,409
S151_Hali_FvR3,S,15,1,Hali,,Fv,R,3,Alga,1,410
S151_Hali_FvR4,S,15,1,Hali,,Fv,R,4,Alga,2,411
S151_Hali_FvR5,S,15,1,Hali,,Fv,R,5,Alga,2,412
S151_Hali_FvR6,S,15,1,Hali,,Fv,R,6,Alga,2,413
S151_Hali_FvV1,S,15,1,Hali,,Fv,V,1,Alga,1,414
S151_Hali_FvV2,S,15,1,Hali,,Fv,V,2,Alga,1,415
S151_Hali_FvV3,S,15,1,Hali,,Fv,V,3,Alga,1,416
S151_Hali_FvV4,S,15,1,Hali,,Fv,V,4,Alga,2,417
S151_Hali_FvV5,S,15,1,Hali,,Fv,V,5,Alga,2,418
S151_Hali_FvV6,S,15,1,Hali,,Fv,V,6,Alga,2,419
S151_Lew_FvH1,S,15,1,Lew,,Fv,H,1,Alga,1,422
S151_Lew_FvH2,S,15,1,Lew,,Fv,H,2,Alga,1,423
S151_Lew_FvH3,S,15,1,Lew,,Fv,H,3,Alga,1,424
S151_Lew_FvH4,S,15,1,Lew,,Fv,H,4,Alga,2,425
S151_Lew_FvH5,S,15,1,Lew,,Fv,H,5,Alga,2,426
S151_Lew_FvH6,S,15,1,Lew,,Fv,H,6,Alga,2,427
S151_Lew_FvR1,S,15,1,Lew,,Fv,R,1,Alga,1,428
S151_Lew_FvR2,S,15,1,Lew,,Fv,R,2,Alga,1,429
S151_Lew_FvR3,S,15,1,Lew,,Fv,R,3,Alga,1,430
S151_Lew_FvR4,S,15,1,Lew,,Fv,R,4,Alga,2,431
